Time,Category,Average Score
2025-06-20 14:22:30,eyeWideLeft,0.01
2025-06-20 14:22:30,eyeWideRight,0.0
2025-06-20 14:22:30,jawForward,0.0
2025-06-20 14:22:30,jawLeft,0.0
2025-06-20 14:22:30,jawOpen,0.02
2025-06-20 14:22:30,jawRight,0.0
2025-06-20 14:22:30,mouthClose,0.0
2025-06-20 14:22:30,mouthDimpleLeft,0.0
2025-06-20 14:22:30,mouthDimpleRight,0.01
2025-06-20 14:22:30,mouthFrownLeft,0.02
2025-06-20 14:22:30,mouthFrownRight,0.01
2025-06-20 14:22:30,mouthFunnel,0.0
2025-06-20 14:22:30,mouthLeft,0.0
2025-06-20 14:22:30,mouthLowerDownLeft,0.03
2025-06-20 14:22:30,mouthLowerDownRight,0.02
2025-06-20 14:22:30,mouthPressLeft,0.0
2025-06-20 14:22:30,mouthPressRight,0.03
2025-06-20 14:22:30,mouthPucker,0.03
2025-06-20 14:22:30,mouthRight,0.0
2025-06-20 14:22:30,mouthRollLower,0.0
2025-06-20 14:22:30,mouthRollUpper,0.0
2025-06-20 14:22:30,mouthShrugLower,0.01
2025-06-20 14:22:30,mouthShrugUpper,0.1
2025-06-20 14:22:30,mouthSmileLeft,0.0
2025-06-20 14:22:30,mouthSmileRight,0.0
2025-06-20 14:22:30,mouthStretchLeft,0.0
2025-06-20 14:22:30,mouthStretchRight,0.02
2025-06-20 14:22:30,mouthUpperUpLeft,0.01
2025-06-20 14:22:30,mouthUpperUpRight,0.06
2025-06-20 14:22:30,noseSneerLeft,0.0
2025-06-20 14:22:30,noseSneerRight,0.0
2025-06-20 14:22:32,_neutral,0.0
2025-06-20 14:22:32,browDownLeft,0.0
2025-06-20 14:22:32,browDownRight,0.01
2025-06-20 14:22:32,browInnerUp,0.11
2025-06-20 14:22:32,browOuterUpLeft,0.46
2025-06-20 14:22:32,browOuterUpRight,0.04
2025-06-20 14:22:32,cheekPuff,0.0
2025-06-20 14:22:32,cheekSquintLeft,0.0
2025-06-20 14:22:32,cheekSquintRight,0.0
2025-06-20 14:22:32,eyeBlinkLeft,0.37
2025-06-20 14:22:32,eyeBlinkRight,0.68
2025-06-20 14:22:32,eyeLookDownLeft,0.52
2025-06-20 14:22:32,eyeLookDownRight,0.68
2025-06-20 14:22:32,eyeLookInLeft,0.24
2025-06-20 14:22:32,eyeLookInRight,0.04
2025-06-20 14:22:32,eyeLookOutLeft,0.03
2025-06-20 14:22:32,eyeLookOutRight,0.17
2025-06-20 14:22:32,eyeLookUpLeft,0.03
2025-06-20 14:22:32,eyeLookUpRight,0.0
2025-06-20 14:22:32,eyeSquintLeft,0.56
2025-06-20 14:22:32,eyeSquintRight,0.4
2025-06-20 14:22:32,eyeWideLeft,0.01
2025-06-20 14:22:32,eyeWideRight,0.0
2025-06-20 14:22:32,jawForward,0.0
2025-06-20 14:22:32,jawLeft,0.0
2025-06-20 14:22:32,jawOpen,0.02
2025-06-20 14:22:32,jawRight,0.0
2025-06-20 14:22:32,mouthClose,0.0
2025-06-20 14:22:32,mouthDimpleLeft,0.0
2025-06-20 14:22:32,mouthDimpleRight,0.01
2025-06-20 14:22:32,mouthFrownLeft,0.01
2025-06-20 14:22:32,mouthFrownRight,0.01
2025-06-20 14:22:32,mouthFunnel,0.01
2025-06-20 14:22:32,mouthLeft,0.0
2025-06-20 14:22:32,mouthLowerDownLeft,0.01
2025-06-20 14:22:32,mouthLowerDownRight,0.01
2025-06-20 14:22:32,mouthPressLeft,0.0
2025-06-20 14:22:32,mouthPressRight,0.02
2025-06-20 14:22:32,mouthPucker,0.09
2025-06-20 14:22:32,mouthRight,0.0
2025-06-20 14:22:32,mouthRollLower,0.0
2025-06-20 14:22:32,mouthRollUpper,0.0
2025-06-20 14:22:32,mouthShrugLower,0.02
2025-06-20 14:22:32,mouthShrugUpper,0.09
2025-06-20 14:22:32,mouthSmileLeft,0.0
2025-06-20 14:22:32,mouthSmileRight,0.0
2025-06-20 14:22:32,mouthStretchLeft,0.0
2025-06-20 14:22:32,mouthStretchRight,0.01
2025-06-20 14:22:32,mouthUpperUpLeft,0.01
2025-06-20 14:22:32,mouthUpperUpRight,0.03
2025-06-20 14:22:32,noseSneerLeft,0.0
2025-06-20 14:22:32,noseSneerRight,0.0
2025-06-20 14:22:33,_neutral,0.0
2025-06-20 14:22:33,browDownLeft,0.0
2025-06-20 14:22:33,browDownRight,0.0
2025-06-20 14:22:33,browInnerUp,0.24
2025-06-20 14:22:33,browOuterUpLeft,0.41
2025-06-20 14:22:33,browOuterUpRight,0.07
2025-06-20 14:22:33,cheekPuff,0.0
2025-06-20 14:22:33,cheekSquintLeft,0.0
2025-06-20 14:22:33,cheekSquintRight,0.0
2025-06-20 14:22:33,eyeBlinkLeft,0.38
2025-06-20 14:22:33,eyeBlinkRight,0.58
2025-06-20 14:22:33,eyeLookDownLeft,0.55
2025-06-20 14:22:33,eyeLookDownRight,0.62
2025-06-20 14:22:33,eyeLookInLeft,0.22
2025-06-20 14:22:33,eyeLookInRight,0.07
2025-06-20 14:22:33,eyeLookOutLeft,0.06
2025-06-20 14:22:33,eyeLookOutRight,0.18
2025-06-20 14:22:33,eyeLookUpLeft,0.02
2025-06-20 14:22:33,eyeLookUpRight,0.0
2025-06-20 14:22:33,eyeSquintLeft,0.49
2025-06-20 14:22:33,eyeSquintRight,0.31
2025-06-20 14:22:33,eyeWideLeft,0.01
2025-06-20 14:22:33,eyeWideRight,0.0
2025-06-20 14:22:33,jawForward,0.0
2025-06-20 14:22:33,jawLeft,0.0
2025-06-20 14:22:33,jawOpen,0.02
2025-06-20 14:22:33,jawRight,0.0
2025-06-20 14:22:33,mouthClose,0.0
2025-06-20 14:22:33,mouthDimpleLeft,0.0
2025-06-20 14:22:33,mouthDimpleRight,0.01
2025-06-20 14:22:33,mouthFrownLeft,0.01
2025-06-20 14:22:33,mouthFrownRight,0.01
2025-06-20 14:22:33,mouthFunnel,0.01
2025-06-20 14:22:33,mouthLeft,0.0
2025-06-20 14:22:33,mouthLowerDownLeft,0.04
2025-06-20 14:22:33,mouthLowerDownRight,0.02
2025-06-20 14:22:33,mouthPressLeft,0.0
2025-06-20 14:22:33,mouthPressRight,0.01
2025-06-20 14:22:33,mouthPucker,0.02
2025-06-20 14:22:33,mouthRight,0.0
2025-06-20 14:22:33,mouthRollLower,0.0
2025-06-20 14:22:33,mouthRollUpper,0.0
2025-06-20 14:22:33,mouthShrugLower,0.0
2025-06-20 14:22:33,mouthShrugUpper,0.06
2025-06-20 14:22:33,mouthSmileLeft,0.0
2025-06-20 14:22:33,mouthSmileRight,0.0
2025-06-20 14:22:33,mouthStretchLeft,0.01
2025-06-20 14:22:33,mouthStretchRight,0.01
2025-06-20 14:22:33,mouthUpperUpLeft,0.03
2025-06-20 14:22:33,mouthUpperUpRight,0.08
2025-06-20 14:22:33,noseSneerLeft,0.0
2025-06-20 14:22:33,noseSneerRight,0.0
2025-06-20 14:22:34,_neutral,0.0
2025-06-20 14:22:34,browDownLeft,0.0
2025-06-20 14:22:34,browDownRight,0.0
2025-06-20 14:22:34,browInnerUp,0.23
2025-06-20 14:22:34,browOuterUpLeft,0.48
2025-06-20 14:22:34,browOuterUpRight,0.1
2025-06-20 14:22:34,cheekPuff,0.0
2025-06-20 14:22:34,cheekSquintLeft,0.0
2025-06-20 14:22:34,cheekSquintRight,0.0
2025-06-20 14:22:34,eyeBlinkLeft,0.32
2025-06-20 14:22:34,eyeBlinkRight,0.33
2025-06-20 14:22:34,eyeLookDownLeft,0.45
2025-06-20 14:22:34,eyeLookDownRight,0.45
2025-06-20 14:22:34,eyeLookInLeft,0.13
2025-06-20 14:22:34,eyeLookInRight,0.11
2025-06-20 14:22:34,eyeLookOutLeft,0.09
2025-06-20 14:22:34,eyeLookOutRight,0.1
2025-06-20 14:22:34,eyeLookUpLeft,0.02
2025-06-20 14:22:34,eyeLookUpRight,0.02
2025-06-20 14:22:34,eyeSquintLeft,0.48
2025-06-20 14:22:34,eyeSquintRight,0.3
2025-06-20 14:22:34,eyeWideLeft,0.01
2025-06-20 14:22:34,eyeWideRight,0.0
2025-06-20 14:22:34,jawForward,0.0
2025-06-20 14:22:34,jawLeft,0.0
2025-06-20 14:22:34,jawOpen,0.01
2025-06-20 14:22:34,jawRight,0.0
2025-06-20 14:22:34,mouthClose,0.0
2025-06-20 14:22:34,mouthDimpleLeft,0.0
2025-06-20 14:22:34,mouthDimpleRight,0.0
2025-06-20 14:22:34,mouthFrownLeft,0.01
2025-06-20 14:22:34,mouthFrownRight,0.01
2025-06-20 14:22:34,mouthFunnel,0.01
2025-06-20 14:22:34,mouthLeft,0.0
2025-06-20 14:22:34,mouthLowerDownLeft,0.1
2025-06-20 14:22:34,mouthLowerDownRight,0.07
2025-06-20 14:22:34,mouthPressLeft,0.0
2025-06-20 14:22:34,mouthPressRight,0.01
2025-06-20 14:22:34,mouthPucker,0.01
2025-06-20 14:22:34,mouthRight,0.0
2025-06-20 14:22:34,mouthRollLower,0.0
2025-06-20 14:22:34,mouthRollUpper,0.0
2025-06-20 14:22:34,mouthShrugLower,0.0
2025-06-20 14:22:34,mouthShrugUpper,0.02
2025-06-20 14:22:34,mouthSmileLeft,0.0
2025-06-20 14:22:34,mouthSmileRight,0.01
2025-06-20 14:22:34,mouthStretchLeft,0.01
2025-06-20 14:22:34,mouthStretchRight,0.04
2025-06-20 14:22:34,mouthUpperUpLeft,0.04
2025-06-20 14:22:34,mouthUpperUpRight,0.08
2025-06-20 14:22:34,noseSneerLeft,0.0
2025-06-20 14:22:34,noseSneerRight,0.0
2025-06-20 14:22:35,_neutral,0.0
2025-06-20 14:22:35,browDownLeft,0.0
2025-06-20 14:22:35,browDownRight,0.0
2025-06-20 14:22:35,browInnerUp,0.18
2025-06-20 14:22:35,browOuterUpLeft,0.51
2025-06-20 14:22:35,browOuterUpRight,0.17
2025-06-20 14:22:35,cheekPuff,0.0
2025-06-20 14:22:35,cheekSquintLeft,0.0
2025-06-20 14:22:35,cheekSquintRight,0.0
2025-06-20 14:22:35,eyeBlinkLeft,0.17
2025-06-20 14:22:35,eyeBlinkRight,0.1
2025-06-20 14:22:35,eyeLookDownLeft,0.37
2025-06-20 14:22:35,eyeLookDownRight,0.37
2025-06-20 14:22:35,eyeLookInLeft,0.16
2025-06-20 14:22:35,eyeLookInRight,0.08
2025-06-20 14:22:35,eyeLookOutLeft,0.07
2025-06-20 14:22:35,eyeLookOutRight,0.15
2025-06-20 14:22:35,eyeLookUpLeft,0.03
2025-06-20 14:22:35,eyeLookUpRight,0.02
2025-06-20 14:22:35,eyeSquintLeft,0.42
2025-06-20 14:22:35,eyeSquintRight,0.15
2025-06-20 14:22:35,eyeWideLeft,0.02
2025-06-20 14:22:35,eyeWideRight,0.0
2025-06-20 14:22:35,jawForward,0.0
2025-06-20 14:22:35,jawLeft,0.0
2025-06-20 14:22:35,jawOpen,0.01
2025-06-20 14:22:35,jawRight,0.0
2025-06-20 14:22:35,mouthClose,0.0
2025-06-20 14:22:35,mouthDimpleLeft,0.0
2025-06-20 14:22:35,mouthDimpleRight,0.0
2025-06-20 14:22:35,mouthFrownLeft,0.01
2025-06-20 14:22:35,mouthFrownRight,0.01
2025-06-20 14:22:35,mouthFunnel,0.01
2025-06-20 14:22:35,mouthLeft,0.0
2025-06-20 14:22:35,mouthLowerDownLeft,0.09
2025-06-20 14:22:35,mouthLowerDownRight,0.05
2025-06-20 14:22:35,mouthPressLeft,0.0
2025-06-20 14:22:35,mouthPressRight,0.02
2025-06-20 14:22:35,mouthPucker,0.02
2025-06-20 14:22:35,mouthRight,0.0
2025-06-20 14:22:35,mouthRollLower,0.0
2025-06-20 14:22:35,mouthRollUpper,0.0
2025-06-20 14:22:35,mouthShrugLower,0.0
2025-06-20 14:22:35,mouthShrugUpper,0.02
2025-06-20 14:22:35,mouthSmileLeft,0.01
2025-06-20 14:22:35,mouthSmileRight,0.01
2025-06-20 14:22:35,mouthStretchLeft,0.02
2025-06-20 14:22:35,mouthStretchRight,0.1
2025-06-20 14:22:35,mouthUpperUpLeft,0.03
2025-06-20 14:22:35,mouthUpperUpRight,0.04
2025-06-20 14:22:35,noseSneerLeft,0.0
2025-06-20 14:22:35,noseSneerRight,0.0
2025-06-20 14:22:36,_neutral,0.0
2025-06-20 14:22:36,browDownLeft,0.02
2025-06-20 14:22:36,browDownRight,0.0
2025-06-20 14:22:36,browInnerUp,0.27
2025-06-20 14:22:36,browOuterUpLeft,0.3
2025-06-20 14:22:36,browOuterUpRight,0.2
2025-06-20 14:22:36,cheekPuff,0.0
2025-06-20 14:22:36,cheekSquintLeft,0.0
2025-06-20 14:22:36,cheekSquintRight,0.0
2025-06-20 14:22:36,eyeBlinkLeft,0.14
2025-06-20 14:22:36,eyeBlinkRight,0.1
2025-06-20 14:22:36,eyeLookDownLeft,0.26
2025-06-20 14:22:36,eyeLookDownRight,0.26
2025-06-20 14:22:36,eyeLookInLeft,0.23
2025-06-20 14:22:36,eyeLookInRight,0.07
2025-06-20 14:22:36,eyeLookOutLeft,0.06
2025-06-20 14:22:36,eyeLookOutRight,0.22
2025-06-20 14:22:36,eyeLookUpLeft,0.07
2025-06-20 14:22:36,eyeLookUpRight,0.08
2025-06-20 14:22:36,eyeSquintLeft,0.23
2025-06-20 14:22:36,eyeSquintRight,0.17
2025-06-20 14:22:36,eyeWideLeft,0.03
2025-06-20 14:22:36,eyeWideRight,0.02
2025-06-20 14:22:36,jawForward,0.0
2025-06-20 14:22:36,jawLeft,0.0
2025-06-20 14:22:36,jawOpen,0.01
2025-06-20 14:22:36,jawRight,0.0
2025-06-20 14:22:36,mouthClose,0.0
2025-06-20 14:22:36,mouthDimpleLeft,0.0
2025-06-20 14:22:36,mouthDimpleRight,0.06
2025-06-20 14:22:36,mouthFrownLeft,0.01
2025-06-20 14:22:36,mouthFrownRight,0.01
2025-06-20 14:22:36,mouthFunnel,0.02
2025-06-20 14:22:36,mouthLeft,0.01
2025-06-20 14:22:36,mouthLowerDownLeft,0.1
2025-06-20 14:22:36,mouthLowerDownRight,0.07
2025-06-20 14:22:36,mouthPressLeft,0.01
2025-06-20 14:22:36,mouthPressRight,0.07
2025-06-20 14:22:36,mouthPucker,0.02
2025-06-20 14:22:36,mouthRight,0.01
2025-06-20 14:22:36,mouthRollLower,0.0
2025-06-20 14:22:36,mouthRollUpper,0.0
2025-06-20 14:22:36,mouthShrugLower,0.12
2025-06-20 14:22:36,mouthShrugUpper,0.06
2025-06-20 14:22:36,mouthSmileLeft,0.05
2025-06-20 14:22:36,mouthSmileRight,0.08
2025-06-20 14:22:36,mouthStretchLeft,0.03
2025-06-20 14:22:36,mouthStretchRight,0.04
2025-06-20 14:22:36,mouthUpperUpLeft,0.02
2025-06-20 14:22:36,mouthUpperUpRight,0.03
2025-06-20 14:22:36,noseSneerLeft,0.0
2025-06-20 14:22:36,noseSneerRight,0.0
2025-06-20 14:22:37,_neutral,0.0
2025-06-20 14:22:37,browDownLeft,0.02
2025-06-20 14:22:37,browDownRight,0.01
2025-06-20 14:22:37,browInnerUp,0.1
2025-06-20 14:22:37,browOuterUpLeft,0.18
2025-06-20 14:22:37,browOuterUpRight,0.11
2025-06-20 14:22:37,cheekPuff,0.0
2025-06-20 14:22:37,cheekSquintLeft,0.0
2025-06-20 14:22:37,cheekSquintRight,0.0
2025-06-20 14:22:37,eyeBlinkLeft,0.19
2025-06-20 14:22:37,eyeBlinkRight,0.02
2025-06-20 14:22:37,eyeLookDownLeft,0.35
2025-06-20 14:22:37,eyeLookDownRight,0.3
2025-06-20 14:22:37,eyeLookInLeft,0.33
2025-06-20 14:22:37,eyeLookInRight,0.03
2025-06-20 14:22:37,eyeLookOutLeft,0.01
2025-06-20 14:22:37,eyeLookOutRight,0.28
2025-06-20 14:22:37,eyeLookUpLeft,0.03
2025-06-20 14:22:37,eyeLookUpRight,0.05
2025-06-20 14:22:37,eyeSquintLeft,0.12
2025-06-20 14:22:37,eyeSquintRight,0.14
2025-06-20 14:22:37,eyeWideLeft,0.01
2025-06-20 14:22:37,eyeWideRight,0.07
2025-06-20 14:22:37,jawForward,0.0
2025-06-20 14:22:37,jawLeft,0.0
2025-06-20 14:22:37,jawOpen,0.0
2025-06-20 14:22:37,jawRight,0.0
2025-06-20 14:22:37,mouthClose,0.0
2025-06-20 14:22:37,mouthDimpleLeft,0.01
2025-06-20 14:22:37,mouthDimpleRight,0.11
2025-06-20 14:22:37,mouthFrownLeft,0.01
2025-06-20 14:22:37,mouthFrownRight,0.01
2025-06-20 14:22:37,mouthFunnel,0.01
2025-06-20 14:22:37,mouthLeft,0.0
2025-06-20 14:22:37,mouthLowerDownLeft,0.01
2025-06-20 14:22:37,mouthLowerDownRight,0.01
2025-06-20 14:22:37,mouthPressLeft,0.02
2025-06-20 14:22:37,mouthPressRight,0.06
2025-06-20 14:22:37,mouthPucker,0.17
2025-06-20 14:22:37,mouthRight,0.04
2025-06-20 14:22:37,mouthRollLower,0.0
2025-06-20 14:22:37,mouthRollUpper,0.0
2025-06-20 14:22:37,mouthShrugLower,0.28
2025-06-20 14:22:37,mouthShrugUpper,0.21
2025-06-20 14:22:37,mouthSmileLeft,0.01
2025-06-20 14:22:37,mouthSmileRight,0.01
2025-06-20 14:22:37,mouthStretchLeft,0.01
2025-06-20 14:22:37,mouthStretchRight,0.0
2025-06-20 14:22:37,mouthUpperUpLeft,0.08
2025-06-20 14:22:37,mouthUpperUpRight,0.15
2025-06-20 14:22:37,noseSneerLeft,0.0
2025-06-20 14:22:37,noseSneerRight,0.0
2025-06-20 14:22:38,_neutral,0.0
2025-06-20 14:22:38,browDownLeft,0.01
2025-06-20 14:22:38,browDownRight,0.01
2025-06-20 14:22:38,browInnerUp,0.17
2025-06-20 14:22:38,browOuterUpLeft,0.37
2025-06-20 14:22:38,browOuterUpRight,0.25
2025-06-20 14:22:38,cheekPuff,0.0
2025-06-20 14:22:38,cheekSquintLeft,0.0
2025-06-20 14:22:38,cheekSquintRight,0.0
2025-06-20 14:22:38,eyeBlinkLeft,0.07
2025-06-20 14:22:38,eyeBlinkRight,0.02
2025-06-20 14:22:38,eyeLookDownLeft,0.17
2025-06-20 14:22:38,eyeLookDownRight,0.17
2025-06-20 14:22:38,eyeLookInLeft,0.1
2025-06-20 14:22:38,eyeLookInRight,0.28
2025-06-20 14:22:38,eyeLookOutLeft,0.28
2025-06-20 14:22:38,eyeLookOutRight,0.08
2025-06-20 14:22:38,eyeLookUpLeft,0.08
2025-06-20 14:22:38,eyeLookUpRight,0.09
2025-06-20 14:22:38,eyeSquintLeft,0.13
2025-06-20 14:22:38,eyeSquintRight,0.07
2025-06-20 14:22:38,eyeWideLeft,0.04
2025-06-20 14:22:38,eyeWideRight,0.06
2025-06-20 14:22:38,jawForward,0.0
2025-06-20 14:22:38,jawLeft,0.0
2025-06-20 14:22:38,jawOpen,0.0
2025-06-20 14:22:38,jawRight,0.0
2025-06-20 14:22:38,mouthClose,0.0
2025-06-20 14:22:38,mouthDimpleLeft,0.0
2025-06-20 14:22:38,mouthDimpleRight,0.0
2025-06-20 14:22:38,mouthFrownLeft,0.01
2025-06-20 14:22:38,mouthFrownRight,0.01
2025-06-20 14:22:38,mouthFunnel,0.02
2025-06-20 14:22:38,mouthLeft,0.0
2025-06-20 14:22:38,mouthLowerDownLeft,0.03
2025-06-20 14:22:38,mouthLowerDownRight,0.01
2025-06-20 14:22:38,mouthPressLeft,0.0
2025-06-20 14:22:38,mouthPressRight,0.02
2025-06-20 14:22:38,mouthPucker,0.07
2025-06-20 14:22:38,mouthRight,0.0
2025-06-20 14:22:38,mouthRollLower,0.0
2025-06-20 14:22:38,mouthRollUpper,0.0
2025-06-20 14:22:38,mouthShrugLower,0.0
2025-06-20 14:22:38,mouthShrugUpper,0.03
2025-06-20 14:22:38,mouthSmileLeft,0.0
2025-06-20 14:22:38,mouthSmileRight,0.01
2025-06-20 14:22:38,mouthStretchLeft,0.02
2025-06-20 14:22:38,mouthStretchRight,0.02
2025-06-20 14:22:38,mouthUpperUpLeft,0.04
2025-06-20 14:22:38,mouthUpperUpRight,0.06
2025-06-20 14:22:38,noseSneerLeft,0.0
2025-06-20 14:22:38,noseSneerRight,0.0
2025-06-20 14:22:39,_neutral,0.0
2025-06-20 14:22:39,browDownLeft,0.44
2025-06-20 14:22:39,browDownRight,0.01
2025-06-20 14:22:39,browInnerUp,0.04
2025-06-20 14:22:39,browOuterUpLeft,0.04
2025-06-20 14:22:39,browOuterUpRight,0.17
2025-06-20 14:22:39,cheekPuff,0.0
2025-06-20 14:22:39,cheekSquintLeft,0.0
2025-06-20 14:22:39,cheekSquintRight,0.0
2025-06-20 14:22:39,eyeBlinkLeft,0.35
2025-06-20 14:22:39,eyeBlinkRight,0.2
2025-06-20 14:22:39,eyeLookDownLeft,0.42
2025-06-20 14:22:39,eyeLookDownRight,0.35
2025-06-20 14:22:39,eyeLookInLeft,0.18
2025-06-20 14:22:39,eyeLookInRight,0.27
2025-06-20 14:22:39,eyeLookOutLeft,0.25
2025-06-20 14:22:39,eyeLookOutRight,0.16
2025-06-20 14:22:39,eyeLookUpLeft,0.01
2025-06-20 14:22:39,eyeLookUpRight,0.02
2025-06-20 14:22:39,eyeSquintLeft,0.41
2025-06-20 14:22:39,eyeSquintRight,0.32
2025-06-20 14:22:39,eyeWideLeft,0.01
2025-06-20 14:22:39,eyeWideRight,0.01
2025-06-20 14:22:39,jawForward,0.0
2025-06-20 14:22:39,jawLeft,0.0
2025-06-20 14:22:39,jawOpen,0.0
2025-06-20 14:22:39,jawRight,0.0
2025-06-20 14:22:39,mouthClose,0.0
2025-06-20 14:22:39,mouthDimpleLeft,0.01
2025-06-20 14:22:39,mouthDimpleRight,0.02
2025-06-20 14:22:39,mouthFrownLeft,0.05
2025-06-20 14:22:39,mouthFrownRight,0.05
2025-06-20 14:22:39,mouthFunnel,0.01
2025-06-20 14:22:39,mouthLeft,0.0
2025-06-20 14:22:39,mouthLowerDownLeft,0.02
2025-06-20 14:22:39,mouthLowerDownRight,0.03
2025-06-20 14:22:39,mouthPressLeft,0.02
2025-06-20 14:22:39,mouthPressRight,0.01
2025-06-20 14:22:39,mouthPucker,0.28
2025-06-20 14:22:39,mouthRight,0.2
2025-06-20 14:22:39,mouthRollLower,0.01
2025-06-20 14:22:39,mouthRollUpper,0.0
2025-06-20 14:22:39,mouthShrugLower,0.01
2025-06-20 14:22:39,mouthShrugUpper,0.03
2025-06-20 14:22:39,mouthSmileLeft,0.0
2025-06-20 14:22:39,mouthSmileRight,0.0
2025-06-20 14:22:39,mouthStretchLeft,0.07
2025-06-20 14:22:39,mouthStretchRight,0.0
2025-06-20 14:22:39,mouthUpperUpLeft,0.0
2025-06-20 14:22:39,mouthUpperUpRight,0.0
2025-06-20 14:22:39,noseSneerLeft,0.0
2025-06-20 14:22:39,noseSneerRight,0.0
2025-06-20 14:22:40,_neutral,0.0
2025-06-20 14:22:40,browDownLeft,0.24
2025-06-20 14:22:40,browDownRight,0.03
2025-06-20 14:22:40,browInnerUp,0.11
2025-06-20 14:22:40,browOuterUpLeft,0.08
2025-06-20 14:22:40,browOuterUpRight,0.06
2025-06-20 14:22:40,cheekPuff,0.0
2025-06-20 14:22:40,cheekSquintLeft,0.0
2025-06-20 14:22:40,cheekSquintRight,0.0
2025-06-20 14:22:40,eyeBlinkLeft,0.18
2025-06-20 14:22:40,eyeBlinkRight,0.14
2025-06-20 14:22:40,eyeLookDownLeft,0.27
2025-06-20 14:22:40,eyeLookDownRight,0.27
2025-06-20 14:22:40,eyeLookInLeft,0.08
2025-06-20 14:22:40,eyeLookInRight,0.42
2025-06-20 14:22:40,eyeLookOutLeft,0.43
2025-06-20 14:22:40,eyeLookOutRight,0.08
2025-06-20 14:22:40,eyeLookUpLeft,0.03
2025-06-20 14:22:40,eyeLookUpRight,0.03
2025-06-20 14:22:40,eyeSquintLeft,0.48
2025-06-20 14:22:40,eyeSquintRight,0.2
2025-06-20 14:22:40,eyeWideLeft,0.01
2025-06-20 14:22:40,eyeWideRight,0.01
2025-06-20 14:22:40,jawForward,0.0
2025-06-20 14:22:40,jawLeft,0.0
2025-06-20 14:22:40,jawOpen,0.0
2025-06-20 14:22:40,jawRight,0.0
2025-06-20 14:22:40,mouthClose,0.0
2025-06-20 14:22:40,mouthDimpleLeft,0.0
2025-06-20 14:22:40,mouthDimpleRight,0.03
2025-06-20 14:22:40,mouthFrownLeft,0.01
2025-06-20 14:22:40,mouthFrownRight,0.0
2025-06-20 14:22:40,mouthFunnel,0.0
2025-06-20 14:22:40,mouthLeft,0.0
2025-06-20 14:22:40,mouthLowerDownLeft,0.05
2025-06-20 14:22:40,mouthLowerDownRight,0.04
2025-06-20 14:22:40,mouthPressLeft,0.03
2025-06-20 14:22:40,mouthPressRight,0.03
2025-06-20 14:22:40,mouthPucker,0.02
2025-06-20 14:22:40,mouthRight,0.02
2025-06-20 14:22:40,mouthRollLower,0.0
2025-06-20 14:22:40,mouthRollUpper,0.0
2025-06-20 14:22:40,mouthShrugLower,0.01
2025-06-20 14:22:40,mouthShrugUpper,0.03
2025-06-20 14:22:40,mouthSmileLeft,0.01
2025-06-20 14:22:40,mouthSmileRight,0.01
2025-06-20 14:22:40,mouthStretchLeft,0.18
2025-06-20 14:22:40,mouthStretchRight,0.03
2025-06-20 14:22:40,mouthUpperUpLeft,0.01
2025-06-20 14:22:40,mouthUpperUpRight,0.05
2025-06-20 14:22:40,noseSneerLeft,0.0
2025-06-20 14:22:40,noseSneerRight,0.0
2025-06-20 14:22:41,_neutral,0.0
2025-06-20 14:22:41,browDownLeft,0.01
2025-06-20 14:22:41,browDownRight,0.0
2025-06-20 14:22:41,browInnerUp,0.12
2025-06-20 14:22:41,browOuterUpLeft,0.37
2025-06-20 14:22:41,browOuterUpRight,0.21
2025-06-20 14:22:41,cheekPuff,0.0
2025-06-20 14:22:41,cheekSquintLeft,0.0
2025-06-20 14:22:41,cheekSquintRight,0.0
2025-06-20 14:22:41,eyeBlinkLeft,0.17
2025-06-20 14:22:41,eyeBlinkRight,0.07
2025-06-20 14:22:41,eyeLookDownLeft,0.36
2025-06-20 14:22:41,eyeLookDownRight,0.35
2025-06-20 14:22:41,eyeLookInLeft,0.47
2025-06-20 14:22:41,eyeLookInRight,0.02
2025-06-20 14:22:41,eyeLookOutLeft,0.01
2025-06-20 14:22:41,eyeLookOutRight,0.43
2025-06-20 14:22:41,eyeLookUpLeft,0.03
2025-06-20 14:22:41,eyeLookUpRight,0.03
2025-06-20 14:22:41,eyeSquintLeft,0.21
2025-06-20 14:22:41,eyeSquintRight,0.15
2025-06-20 14:22:41,eyeWideLeft,0.01
2025-06-20 14:22:41,eyeWideRight,0.02
2025-06-20 14:22:41,jawForward,0.0
2025-06-20 14:22:41,jawLeft,0.0
2025-06-20 14:22:41,jawOpen,0.0
2025-06-20 14:22:41,jawRight,0.0
2025-06-20 14:22:41,mouthClose,0.0
2025-06-20 14:22:41,mouthDimpleLeft,0.0
2025-06-20 14:22:41,mouthDimpleRight,0.0
2025-06-20 14:22:41,mouthFrownLeft,0.01
2025-06-20 14:22:41,mouthFrownRight,0.01
2025-06-20 14:22:41,mouthFunnel,0.01
2025-06-20 14:22:41,mouthLeft,0.0
2025-06-20 14:22:41,mouthLowerDownLeft,0.09
2025-06-20 14:22:41,mouthLowerDownRight,0.07
2025-06-20 14:22:41,mouthPressLeft,0.01
2025-06-20 14:22:41,mouthPressRight,0.03
2025-06-20 14:22:41,mouthPucker,0.01
2025-06-20 14:22:41,mouthRight,0.0
2025-06-20 14:22:41,mouthRollLower,0.0
2025-06-20 14:22:41,mouthRollUpper,0.0
2025-06-20 14:22:41,mouthShrugLower,0.0
